address,district,longitude,latitude,year,month,year2month,accident_count,injury_count,carNumberPer,motorcycleNumberPer,TemperatureAverage,RainDay
重慶北路與鄭州路口,中正區、大同區,121.5133372,25.049564,2023,09,2023-09,0,0.0,624,804,29.0,12
重慶北路與鄭州路口,中正區、大同區,121.5133372,25.049564,2023,10,2023-10,1,1.0,623,802,25.3,10
重慶北路與鄭州路口,中正區、大同區,121.5133372,25.049564,2023,11,2023-11,1,1.0,623,801,22.4,8
重慶北路與鄭州路口,中正區、大同區,121.5133372,25.049564,2023,12,2023-12,1,1.0,622,798,18.8,8
民權東路與成功路口,內湖區,121.59087,25.0690063,2022,06,2022-06,0,0.0,403,380,28.1,15
民權東路與成功路口,內湖區,121.59087,25.0690063,2022,07,2022-07,1,1.0,404,380,30.8,10
民權東路與成功路口,內湖區,121.59087,25.0690063,2022,08,2022-08,1,1.0,405,381,30.6,10
民權東路與成功路口,內湖區,121.59087,25.0690063,2022,09,2022-09,0,0.0,405,381,27.3,15
民權東路與成功路口,內湖區,121.59087,25.0690063,2022,10,2022-10,0,0.0,406,381,24.2,20
民權東路與成功路口,內湖區,121.59087,25.0690063,2022,11,2022-11,0,0.0,406,380,23.6,5
民權東路與成功路口,內湖區,121.59087,25.0690063,2022,12,2022-12,0,0.0,406,379,16.6,18
民權東路與成功路口,內湖區,121.59087,25.0690063,2023,01,2023-01,0,0.0,406,378,17.0,10
民權東路與成功路口,內湖區,121.59087,25.0690063,2023,02,2023-02,1,1.0,406,378,17.5,7
民權東路與成功路口,內湖區,121.59087,25.0690063,2023,03,2023-03,0,0.0,407,377,20.0,7
民權東路與成功路口,內湖區,121.59087,25.0690063,2023,04,2023-04,0,0.0,407,377,22.6,9
民權東路與成功路口,內湖區,121.59087,25.0690063,2023,05,2023-05,1,1.0,408,377,25.8,13
民權東路與成功路口,內湖區,121.59087,25.0690063,2023,06,2023-06,0,0.0,409,377,28.8,13
民權東路與成功路口,內湖區,121.59087,25.0690063,2023,07,2023-07,0,0.0,409,377,30.4,13
民權東路與成功路口,內湖區,121.59087,25.0690063,2023,08,2023-08,0,0.0,409,377,29.7,16
民權東路與成功路口,內湖區,121.59087,25.0690063,2023,09,2023-09,0,0.0,410,377,29.0,12
民權東路與成功路口,內湖區,121.59087,25.0690063,2023,10,2023-10,0,0.0,411,377,25.3,10
民權東路與成功路口,內湖區,121.59087,25.0690063,2023,11,2023-11,1,1.0,412,377,22.4,8
民權東路與成功路口,內湖區,121.59087,25.0690063,2023,12,2023-12,0,0.0,413,377,18.8,8
中山南路與凱達格蘭大道口,中正區,121.5176406,25.0390939,2022,06,2022-06,0,0.0,353,377,28.1,15
中山南路與凱達格蘭大道口,中正區,121.5176406,25.0390939,2022,07,2022-07,0,0.0,354,376,30.8,10
中山南路與凱達格蘭大道口,中正區,121.5176406,25.0390939,2022,08,2022-08,0,0.0,355,375,30.6,10
中山南路與凱達格蘭大道口,中正區,121.5176406,25.0390939,2022,09,2022-09,0,0.0,355,375,27.3,15
中山南路與凱達格蘭大道口,中正區,121.5176406,25.0390939,2022,10,2022-10,0,0.0,354,374,24.2,20
中山南路與凱達格蘭大道口,中正區,121.5176406,25.0390939,2022,11,2022-11,0,0.0,353,373,23.6,5
中山南路與凱達格蘭大道口,中正區,121.5176406,25.0390939,2022,12,2022-12,0,0.0,351,371,16.6,18
中山南路與凱達格蘭大道口,中正區,121.5176406,25.0390939,2023,01,2023-01,0,0.0,350,369,17.0,10
中山南路與凱達格蘭大道口,中正區,121.5176406,25.0390939,2023,02,2023-02,0,0.0,349,368,17.5,7
中山南路與凱達格蘭大道口,中正區,121.5176406,25.0390939,2023,03,2023-03,0,0.0,348,367,20.0,7
中山南路與凱達格蘭大道口,中正區,121.5176406,25.0390939,2023,04,2023-04,0,0.0,348,366,22.6,9
中山南路與凱達格蘭大道口,中正區,121.5176406,25.0390939,2023,05,2023-05,0,0.0,347,364,25.8,13
中山南路與凱達格蘭大道口,中正區,121.5176406,25.0390939,2023,06,2023-06,0,0.0,348,368,28.8,13
中山南路與凱達格蘭大道口,中正區,121.5176406,25.0390939,2023,07,2023-07,0,0.0,348,367,30.4,13
中山南路與凱達格蘭大道口,中正區,121.5176406,25.0390939,2023,08,2023-08,0,0.0,345,365,29.7,16
中山南路與凱達格蘭大道口,中正區,121.5176406,25.0390939,2023,09,2023-09,0,0.0,347,364,29.0,12
中山南路與凱達格蘭大道口,中正區,121.5176406,25.0390939,2023,10,2023-10,0,0.0,346,363,25.3,10
中山南路與凱達格蘭大道口,中正區,121.5176406,25.0390939,2023,11,2023-11,0,0.0,345,362,22.4,8
中山南路與凱達格蘭大道口,中正區,121.5176406,25.0390939,2023,12,2023-12,0,0.0,345,360,18.8,8
辛亥路與復興南路口,大安區,121.5432978,25.02142895,2022,06,2022-06,0,0.0,397,254,28.1,15
辛亥路與復興南路口,大安區,121.5432978,25.02142895,2022,07,2022-07,0,0.0,400,256,30.8,10
辛亥路與復興南路口,大安區,121.5432978,25.02142895,2022,08,2022-08,0,0.0,400,256,30.6,10
辛亥路與復興南路口,大安區,121.5432978,25.02142895,2022,09,2022-09,0,0.0,402,256,27.3,15
辛亥路與復興南路口,大安區,121.5432978,25.02142895,2022,10,2022-10,0,0.0,401,256,24.2,20
辛亥路與復興南路口,大安區,121.5432978,25.02142895,2022,11,2022-11,0,0.0,399,254,23.6,5
辛亥路與復興南路口,大安區,121.5432978,25.02142895,2022,12,2022-12,1,1.0,396,252,16.6,18
辛亥路與復興南路口,大安區,121.5432978,25.02142895,2023,01,2023-01,1,1.0,395,251,17.0,10
辛亥路與復興南路口,大安區,121.5432978,25.02142895,2023,02,2023-02,0,0.0,394,250,17.5,7
辛亥路與復興南路口,大安區,121.5432978,25.02142895,2023,03,2023-03,0,0.0,394,249,20.0,7
辛亥路與復興南路口,大安區,121.5432978,25.02142895,2023,04,2023-04,0,0.0,394,248,22.6,9
辛亥路與復興南路口,大安區,121.5432978,25.02142895,2023,05,2023-05,0,0.0,394,248,25.8,13
辛亥路與復興南路口,大安區,121.5432978,25.02142895,2023,06,2023-06,0,0.0,395,247,28.8,13
辛亥路與復興南路口,大安區,121.5432978,25.02142895,2023,07,2023-07,0,0.0,395,247,30.4,13
辛亥路與復興南路口,大安區,121.5432978,25.02142895,2023,08,2023-08,0,0.0,400,247,29.7,16
辛亥路與復興南路口,大安區,121.5432978,25.02142895,2023,09,2023-09,0,0.0,396,247,29.0,12
辛亥路與復興南路口,大安區,121.5432978,25.02142895,2023,10,2023-10,0,0.0,396,246,25.3,10
辛亥路與復興南路口,大安區,121.5432978,25.02142895,2023,11,2023-11,0,0.0,397,246,22.4,8
辛亥路與復興南路口,大安區,121.5432978,25.02142895,2023,12,2023-12,0,0.0,396,245,18.8,8
塔城街與鄭州路口,大同區,121.5105223,25.05031259,2022,06,2022-06,0,0.0,279,448,28.1,15
塔城街與鄭州路口,大同區,121.5105223,25.05031259,2022,07,2022-07,0,0.0,278,448,30.8,10
塔城街與鄭州路口,大同區,121.5105223,25.05031259,2022,08,2022-08,1,2.0,278,448,30.6,10
塔城街與鄭州路口,大同區,121.5105223,25.05031259,2022,09,2022-09,2,2.0,277,449,27.3,15
塔城街與鄭州路口,大同區,121.5105223,25.05031259,2022,10,2022-10,1,2.0,277,447,24.2,20
塔城街與鄭州路口,大同區,121.5105223,25.05031259,2022,11,2022-11,2,2.0,276,447,23.6,5
塔城街與鄭州路口,大同區,121.5105223,25.05031259,2022,12,2022-12,2,4.0,275,447,16.6,18
塔城街與鄭州路口,大同區,121.5105223,25.05031259,2023,01,2023-01,0,0.0,275,445,17.0,10
塔城街與鄭州路口,大同區,121.5105223,25.05031259,2023,02,2023-02,1,2.0,275,444,17.5,7
塔城街與鄭州路口,大同區,121.5105223,25.05031259,2023,03,2023-03,0,0.0,275,443,20.0,7
塔城街與鄭州路口,大同區,121.5105223,25.05031259,2023,04,2023-04,1,2.0,275,443,22.6,9
塔城街與鄭州路口,大同區,121.5105223,25.05031259,2023,05,2023-05,0,0.0,276,441,25.8,13
塔城街與鄭州路口,大同區,121.5105223,25.05031259,2023,06,2023-06,1,2.0,276,441,28.8,13
塔城街與鄭州路口,大同區,121.5105223,25.05031259,2023,07,2023-07,1,1.0,277,440,30.4,13
塔城街與鄭州路口,大同區,121.5105223,25.05031259,2023,08,2023-08,0,0.0,275,440,29.7,16
塔城街與鄭州路口,大同區,121.5105223,25.05031259,2023,09,2023-09,0,0.0,277,440,29.0,12
塔城街與鄭州路口,大同區,121.5105223,25.05031259,2023,10,2023-10,0,0.0,277,439,25.3,10
塔城街與鄭州路口,大同區,121.5105223,25.05031259,2023,11,2023-11,0,0.0,278,439,22.4,8
塔城街與鄭州路口,大同區,121.5105223,25.05031259,2023,12,2023-12,4,5.0,277,438,18.8,8
汀州路與師大路口,中正區,121.5254192,25.02106537,2022,06,2022-06,0,0.0,353,377,28.1,15
汀州路與師大路口,中正區,121.5254192,25.02106537,2022,07,2022-07,0,0.0,354,376,30.8,10
汀州路與師大路口,中正區,121.5254192,25.02106537,2022,08,2022-08,0,0.0,355,375,30.6,10
汀州路與師大路口,中正區,121.5254192,25.02106537,2022,09,2022-09,0,0.0,355,375,27.3,15
汀州路與師大路口,中正區,121.5254192,25.02106537,2022,10,2022-10,0,0.0,354,374,24.2,20
汀州路與師大路口,中正區,121.5254192,25.02106537,2022,11,2022-11,0,0.0,353,373,23.6,5
汀州路與師大路口,中正區,121.5254192,25.02106537,2022,12,2022-12,0,0.0,351,371,16.6,18
汀州路與師大路口,中正區,121.5254192,25.02106537,2023,01,2023-01,0,0.0,350,369,17.0,10
汀州路與師大路口,中正區,121.5254192,25.02106537,2023,02,2023-02,0,0.0,349,368,17.5,7
汀州路與師大路口,中正區,121.5254192,25.02106537,2023,03,2023-03,0,0.0,348,367,20.0,7
汀州路與師大路口,中正區,121.5254192,25.02106537,2023,04,2023-04,1,1.0,348,366,22.6,9
汀州路與師大路口,中正區,121.5254192,25.02106537,2023,05,2023-05,0,0.0,347,364,25.8,13
汀州路與師大路口,中正區,121.5254192,25.02106537,2023,06,2023-06,0,0.0,348,368,28.8,13
汀州路與師大路口,中正區,121.5254192,25.02106537,2023,07,2023-07,0,0.0,348,367,30.4,13
汀州路與師大路口,中正區,121.5254192,25.02106537,2023,08,2023-08,0,0.0,345,365,29.7,16
汀州路與師大路口,中正區,121.5254192,25.02106537,2023,09,2023-09,1,1.0,347,364,29.0,12
汀州路與師大路口,中正區,121.5254192,25.02106537,2023,10,2023-10,0,0.0,346,363,25.3,10
汀州路與師大路口,中正區,121.5254192,25.02106537,2023,11,2023-11,0,0.0,345,362,22.4,8
汀州路與師大路口,中正區,121.5254192,25.02106537,2023,12,2023-12,0,0.0,345,360,18.8,8
八德路與市民大道口,中山區、大安區,121.53461,25.04500565,2022,06,2022-06,0,0.0,928,647,28.1,15
八德路與市民大道口,中山區、大安區,121.53461,25.04500565,2022,07,2022-07,0,0.0,932,649,30.8,10
八德路與市民大道口,中山區、大安區,121.53461,25.04500565,2022,08,2022-08,0,0.0,932,649,30.6,10
八德路與市民大道口,中山區、大安區,121.53461,25.04500565,2022,09,2022-09,0,0.0,935,649,27.3,15
八德路與市民大道口,中山區、大安區,121.53461,25.04500565,2022,10,2022-10,0,0.0,932,647,24.2,20
八德路與市民大道口,中山區、大安區,121.53461,25.04500565,2022,11,2022-11,1,1.0,929,644,23.6,5
八德路與市民大道口,中山區、大安區,121.53461,25.04500565,2022,12,2022-12,0,0.0,925,640,16.6,18
八德路與市民大道口,中山區、大安區,121.53461,25.04500565,2023,01,2023-01,1,2.0,922,637,17.0,10
八德路與市民大道口,中山區、大安區,121.53461,25.04500565,2023,02,2023-02,0,0.0,921,635,17.5,7
八德路與市民大道口,中山區、大安區,121.53461,25.04500565,2023,03,2023-03,0,0.0,919,632,20.0,7
八德路與市民大道口,中山區、大安區,121.53461,25.04500565,2023,04,2023-04,0,0.0,920,631,22.6,9
八德路與市民大道口,中山區、大安區,121.53461,25.04500565,2023,05,2023-05,0,0.0,920,630,25.8,13
八德路與市民大道口,中山區、大安區,121.53461,25.04500565,2023,06,2023-06,0,0.0,923,628,28.8,13
八德路與市民大道口,中山區、大安區,121.53461,25.04500565,2023,07,2023-07,0,0.0,925,627,30.4,13
八德路與市民大道口,中山區、大安區,121.53461,25.04500565,2023,08,2023-08,0,0.0,923,627,29.7,16
八德路與市民大道口,中山區、大安區,121.53461,25.04500565,2023,09,2023-09,0,0.0,926,627,29.0,12
八德路與市民大道口,中山區、大安區,121.53461,25.04500565,2023,10,2023-10,0,0.0,946,625,25.3,10
八德路與市民大道口,中山區、大安區,121.53461,25.04500565,2023,11,2023-11,1,3.0,963,624,22.4,8
八德路與市民大道口,中山區、大安區,121.53461,25.04500565,2023,12,2023-12,1,2.0,965,622,18.8,8
和平東路與建國南路口,大安區,121.537666,25.02583483,2022,06,2022-06,0,0.0,397,254,28.1,15
和平東路與建國南路口,大安區,121.537666,25.02583483,2022,07,2022-07,0,0.0,400,256,30.8,10
和平東路與建國南路口,大安區,121.537666,25.02583483,2022,08,2022-08,0,0.0,400,256,30.6,10
和平東路與建國南路口,大安區,121.537666,25.02583483,2022,09,2022-09,0,0.0,402,256,27.3,15
和平東路與建國南路口,大安區,121.537666,25.02583483,2022,10,2022-10,0,0.0,401,256,24.2,20
和平東路與建國南路口,大安區,121.537666,25.02583483,2022,11,2022-11,0,0.0,399,254,23.6,5
和平東路與建國南路口,大安區,121.537666,25.02583483,2022,12,2022-12,0,0.0,396,252,16.6,18
和平東路與建國南路口,大安區,121.537666,25.02583483,2023,01,2023-01,1,1.0,395,251,17.0,10
和平東路與建國南路口,大安區,121.537666,25.02583483,2023,02,2023-02,0,0.0,394,250,17.5,7
和平東路與建國南路口,大安區,121.537666,25.02583483,2023,03,2023-03,0,0.0,394,249,20.0,7
和平東路與建國南路口,大安區,121.537666,25.02583483,2023,04,2023-04,0,0.0,394,248,22.6,9
和平東路與建國南路口,大安區,121.537666,25.02583483,2023,05,2023-05,0,0.0,394,248,25.8,13
和平東路與建國南路口,大安區,121.537666,25.02583483,2023,06,2023-06,0,0.0,395,247,28.8,13
和平東路與建國南路口,大安區,121.537666,25.02583483,2023,07,2023-07,0,0.0,395,247,30.4,13
和平東路與建國南路口,大安區,121.537666,25.02583483,2023,08,2023-08,0,0.0,400,247,29.7,16
和平東路與建國南路口,大安區,121.537666,25.02583483,2023,09,2023-09,0,0.0,396,247,29.0,12
和平東路與建國南路口,大安區,121.537666,25.02583483,2023,10,2023-10,0,0.0,396,246,25.3,10
和平東路與建國南路口,大安區,121.537666,25.02583483,2023,11,2023-11,0,0.0,397,246,22.4,8
和平東路與建國南路口,大安區,121.537666,25.02583483,2023,12,2023-12,0,0.0,396,245,18.8,8
安康路與康寧路口,內湖區,121.6109057,25.06534092,2022,06,2022-06,0,0.0,403,380,28.1,15
安康路與康寧路口,內湖區,121.6109057,25.06534092,2022,07,2022-07,0,0.0,404,380,30.8,10
安康路與康寧路口,內湖區,121.6109057,25.06534092,2022,08,2022-08,0,0.0,405,381,30.6,10
安康路與康寧路口,內湖區,121.6109057,25.06534092,2022,09,2022-09,0,0.0,405,381,27.3,15
安康路與康寧路口,內湖區,121.6109057,25.06534092,2022,10,2022-10,0,0.0,406,381,24.2,20
安康路與康寧路口,內湖區,121.6109057,25.06534092,2022,11,2022-11,0,0.0,406,380,23.6,5
安康路與康寧路口,內湖區,121.6109057,25.06534092,2022,12,2022-12,0,0.0,406,379,16.6,18
安康路與康寧路口,內湖區,121.6109057,25.06534092,2023,01,2023-01,0,0.0,406,378,17.0,10
安康路與康寧路口,內湖區,121.6109057,25.06534092,2023,02,2023-02,0,0.0,406,378,17.5,7
安康路與康寧路口,內湖區,121.6109057,25.06534092,2023,03,2023-03,0,0.0,407,377,20.0,7
安康路與康寧路口,內湖區,121.6109057,25.06534092,2023,04,2023-04,0,0.0,407,377,22.6,9
安康路與康寧路口,內湖區,121.6109057,25.06534092,2023,05,2023-05,0,0.0,408,377,25.8,13
安康路與康寧路口,內湖區,121.6109057,25.06534092,2023,06,2023-06,0,0.0,409,377,28.8,13
安康路與康寧路口,內湖區,121.6109057,25.06534092,2023,07,2023-07,0,0.0,409,377,30.4,13
安康路與康寧路口,內湖區,121.6109057,25.06534092,2023,08,2023-08,0,0.0,409,377,29.7,16
安康路與康寧路口,內湖區,121.6109057,25.06534092,2023,09,2023-09,0,0.0,410,377,29.0,12
安康路與康寧路口,內湖區,121.6109057,25.06534092,2023,10,2023-10,0,0.0,411,377,25.3,10
安康路與康寧路口,內湖區,121.6109057,25.06534092,2023,11,2023-11,0,0.0,412,377,22.4,8
安康路與康寧路口,內湖區,121.6109057,25.06534092,2023,12,2023-12,0,0.0,413,377,18.8,8
中山北路與褔國路口,士林區,121.5255023,25.10253359,2022,06,2022-06,0,0.0,269,410,28.1,15
中山北路與褔國路口,士林區,121.5255023,25.10253359,2022,07,2022-07,0,0.0,269,410,30.8,10
中山北路與褔國路口,士林區,121.5255023,25.10253359,2022,08,2022-08,3,6.0,269,410,30.6,10
中山北路與褔國路口,士林區,121.5255023,25.10253359,2022,09,2022-09,0,0.0,269,411,27.3,15
中山北路與褔國路口,士林區,121.5255023,25.10253359,2022,10,2022-10,1,2.0,268,410,24.2,20
中山北路與褔國路口,士林區,121.5255023,25.10253359,2022,11,2022-11,0,0.0,267,409,23.6,5
中山北路與褔國路口,士林區,121.5255023,25.10253359,2022,12,2022-12,0,0.0,266,407,16.6,18
中山北路與褔國路口,士林區,121.5255023,25.10253359,2023,01,2023-01,1,1.0,265,406,17.0,10
中山北路與褔國路口,士林區,121.5255023,25.10253359,2023,02,2023-02,0,0.0,265,406,17.5,7
中山北路與褔國路口,士林區,121.5255023,25.10253359,2023,03,2023-03,2,2.0,265,405,20.0,7
中山北路與褔國路口,士林區,121.5255023,25.10253359,2023,04,2023-04,1,2.0,265,404,22.6,9
中山北路與褔國路口,士林區,121.5255023,25.10253359,2023,05,2023-05,2,3.0,264,404,25.8,13
中山北路與褔國路口,士林區,121.5255023,25.10253359,2023,06,2023-06,1,1.0,264,403,28.8,13
中山北路與褔國路口,士林區,121.5255023,25.10253359,2023,07,2023-07,1,2.0,264,402,30.4,13
中山北路與褔國路口,士林區,121.5255023,25.10253359,2023,08,2023-08,0,0.0,260,403,29.7,16
中山北路與褔國路口,士林區,121.5255023,25.10253359,2023,09,2023-09,1,1.0,264,403,29.0,12
中山北路與褔國路口,士林區,121.5255023,25.10253359,2023,10,2023-10,1,2.0,264,402,25.3,10
中山北路與褔國路口,士林區,121.5255023,25.10253359,2023,11,2023-11,0,0.0,263,402,22.4,8
中山北路與褔國路口,士林區,121.5255023,25.10253359,2023,12,2023-12,0,0.0,263,401,18.8,8
市民大道與復興南路口,中山區、松山區,121.5437287,25.04491184,2022,06,2022-06,0,0.0,907,733,28.1,15
市民大道與復興南路口,中山區、松山區,121.5437287,25.04491184,2022,07,2022-07,1,1.0,908,733,30.8,10
市民大道與復興南路口,中山區、松山區,121.5437287,25.04491184,2022,08,2022-08,0,0.0,910,733,30.6,10
市民大道與復興南路口,中山區、松山區,121.5437287,25.04491184,2022,09,2022-09,1,2.0,912,734,27.3,15
市民大道與復興南路口,中山區、松山區,121.5437287,25.04491184,2022,10,2022-10,0,0.0,910,732,24.2,20
市民大道與復興南路口,中山區、松山區,121.5437287,25.04491184,2022,11,2022-11,0,0.0,907,729,23.6,5
市民大道與復興南路口,中山區、松山區,121.5437287,25.04491184,2022,12,2022-12,0,0.0,905,725,16.6,18
市民大道與復興南路口,中山區、松山區,121.5437287,25.04491184,2023,01,2023-01,0,0.0,902,722,17.0,10
市民大道與復興南路口,中山區、松山區,121.5437287,25.04491184,2023,02,2023-02,0,0.0,901,720,17.5,7
市民大道與復興南路口,中山區、松山區,121.5437287,25.04491184,2023,03,2023-03,0,0.0,898,717,20.0,7
市民大道與復興南路口,中山區、松山區,121.5437287,25.04491184,2023,04,2023-04,0,0.0,898,716,22.6,9
市民大道與復興南路口,中山區、松山區,121.5437287,25.04491184,2023,05,2023-05,0,0.0,898,715,25.8,13
市民大道與復興南路口,中山區、松山區,121.5437287,25.04491184,2023,06,2023-06,1,1.0,900,713,28.8,13
市民大道與復興南路口,中山區、松山區,121.5437287,25.04491184,2023,07,2023-07,0,0.0,901,711,30.4,13
市民大道與復興南路口,中山區、松山區,121.5437287,25.04491184,2023,08,2023-08,0,0.0,896,712,29.7,16
市民大道與復興南路口,中山區、松山區,121.5437287,25.04491184,2023,09,2023-09,2,2.0,902,712,29.0,12
市民大道與復興南路口,中山區、松山區,121.5437287,25.04491184,2023,10,2023-10,0,0.0,901,710,25.3,10
市民大道與復興南路口,中山區、松山區,121.5437287,25.04491184,2023,11,2023-11,0,0.0,900,707,22.4,8
市民大道與復興南路口,中山區、松山區,121.5437287,25.04491184,2023,12,2023-12,0,0.0,900,706,18.8,8
忠孝東路與光復南路口,大安區、信義區,121.5576048,25.04144033,2022,06,2022-06,0,0.0,703,626,28.1,15
忠孝東路與光復南路口,大安區、信義區,121.5576048,25.04144033,2022,07,2022-07,4,7.0,705,628,30.8,10
忠孝東路與光復南路口,大安區、信義區,121.5576048,25.04144033,2022,08,2022-08,1,1.0,706,628,30.6,10
忠孝東路與光復南路口,大安區、信義區,121.5576048,25.04144033,2022,09,2022-09,0,0.0,707,628,27.3,15
忠孝東路與光復南路口,大安區、信義區,121.5576048,25.04144033,2022,10,2022-10,0,0.0,705,628,24.2,20
忠孝東路與光復南路口,大安區、信義區,121.5576048,25.04144033,2022,11,2022-11,0,0.0,702,625,23.6,5
忠孝東路與光復南路口,大安區、信義區,121.5576048,25.04144033,2022,12,2022-12,0,0.0,698,621,16.6,18
忠孝東路與光復南路口,大安區、信義區,121.5576048,25.04144033,2023,01,2023-01,1,1.0,695,619,17.0,10
忠孝東路與光復南路口,大安區、信義區,121.5576048,25.04144033,2023,02,2023-02,0,0.0,694,617,17.5,7
忠孝東路與光復南路口,大安區、信義區,121.5576048,25.04144033,2023,03,2023-03,0,0.0,693,616,20.0,7
忠孝東路與光復南路口,大安區、信義區,121.5576048,25.04144033,2023,04,2023-04,0,0.0,692,614,22.6,9
忠孝東路與光復南路口,大安區、信義區,121.5576048,25.04144033,2023,05,2023-05,1,4.0,691,613,25.8,13
忠孝東路與光復南路口,大安區、信義區,121.5576048,25.04144033,2023,06,2023-06,0,0.0,692,611,28.8,13
忠孝東路與光復南路口,大安區、信義區,121.5576048,25.04144033,2023,07,2023-07,0,0.0,691,611,30.4,13
忠孝東路與光復南路口,大安區、信義區,121.5576048,25.04144033,2023,08,2023-08,0,0.0,697,611,29.7,16
忠孝東路與光復南路口,大安區、信義區,121.5576048,25.04144033,2023,09,2023-09,0,0.0,692,611,29.0,12
忠孝東路與光復南路口,大安區、信義區,121.5576048,25.04144033,2023,10,2023-10,0,0.0,692,609,25.3,10
忠孝東路與光復南路口,大安區、信義區,121.5576048,25.04144033,2023,11,2023-11,0,0.0,693,608,22.4,8
忠孝東路與光復南路口,大安區、信義區,121.5576048,25.04144033,2023,12,2023-12,0,0.0,692,606,18.8,8
中山北路與通河街口,士林區,121.5243686,25.07988682,2022,06,2022-06,0,0.0,269,410,28.1,15
中山北路與通河街口,士林區,121.5243686,25.07988682,2022,07,2022-07,2,5.0,269,410,30.8,10
中山北路與通河街口,士林區,121.5243686,25.07988682,2022,08,2022-08,0,0.0,269,410,30.6,10
中山北路與通河街口,士林區,121.5243686,25.07988682,2022,09,2022-09,0,0.0,269,411,27.3,15
中山北路與通河街口,士林區,121.5243686,25.07988682,2022,10,2022-10,0,0.0,268,410,24.2,20
中山北路與通河街口,士林區,121.5243686,25.07988682,2022,11,2022-11,1,1.0,267,409,23.6,5
中山北路與通河街口,士林區,121.5243686,25.07988682,2022,12,2022-12,0,0.0,266,407,16.6,18
中山北路與通河街口,士林區,121.5243686,25.07988682,2023,01,2023-01,0,0.0,265,406,17.0,10
中山北路與通河街口,士林區,121.5243686,25.07988682,2023,02,2023-02,2,3.0,265,406,17.5,7
中山北路與通河街口,士林區,121.5243686,25.07988682,2023,03,2023-03,0,0.0,265,405,20.0,7
中山北路與通河街口,士林區,121.5243686,25.07988682,2023,04,2023-04,0,0.0,265,404,22.6,9
中山北路與通河街口,士林區,121.5243686,25.07988682,2023,05,2023-05,0,0.0,264,404,25.8,13
中山北路與通河街口,士林區,121.5243686,25.07988682,2023,06,2023-06,0,0.0,264,403,28.8,13
中山北路與通河街口,士林區,121.5243686,25.07988682,2023,07,2023-07,0,0.0,264,402,30.4,13
中山北路與通河街口,士林區,121.5243686,25.07988682,2023,08,2023-08,0,0.0,260,403,29.7,16
中山北路與通河街口,士林區,121.5243686,25.07988682,2023,09,2023-09,1,1.0,264,403,29.0,12
中山北路與通河街口,士林區,121.5243686,25.07988682,2023,10,2023-10,1,3.0,264,402,25.3,10
中山北路與通河街口,士林區,121.5243686,25.07988682,2023,11,2023-11,0,0.0,263,402,22.4,8
中山北路與通河街口,士林區,121.5243686,25.07988682,2023,12,2023-12,1,3.0,263,401,18.8,8
